"umap_1","umap_2"
12.1394567469762,-3.36796377940739
12.2558240870641,-3.44144247813786
12.2104825953649,-3.33831785960759
12.4132041911291,-3.90932487292851
12.189218519132,-3.4241685752448
12.1468820552038,-3.36084960742558
12.5666370371984,-3.66607974811162
12.1762647608922,-3.38589786334599
12.1817884425329,-3.39436529918279
12.1673994044469,-3.37087153239812
12.0995149592565,-3.33527778430547
12.1394290904211,-3.3228661899146
12.2296743373083,-3.43267391963567
-1.91351890762582,16.3333137150231
-1.69096422394052,16.452200662655
-2.36805463035837,16.9023883457605
-1.7002406140162,16.0559775944177
-2.37434840400949,17.1411864872399
-1.35887074669137,17.0334460850183
-2.33463478286996,16.4420516605798
-2.30933690269723,16.702029001278
-2.35604405601755,15.825527917904
-1.83810520370736,16.4859950657312
-1.99326443870798,17.0720756168786
-2.98676324089303,16.7213084812585
-2.2068758030726,15.7540824528161
-1.91532373626962,16.5432002659265
-3.30961847503915,16.7661368961755
-2.11024832924142,16.9597175236169
-3.18383455475107,16.4368007297937
-2.0625715275599,16.2363212223474
-2.77535820205942,16.7911155338708
-3.3149719258143,16.7073314304773
-0.956519367296842,16.7433230991784
-3.20674038131967,16.8500316257898
-3.23869514663949,16.6685016270105
-2.7831492443873,17.0977561588708
-1.84751153190866,16.5871951694909
-1.19167328079477,16.2374045963708
-1.93862152298227,15.5874736423913
-2.48461365898385,16.0309550877038
-3.26645040710702,16.7541186924401
-1.0645760317637,16.3844058628503
-2.94588041504159,16.8903014774743
-1.33334088524118,16.2855632420007
-3.27040195663705,16.938715707821
-1.247939350207,17.0172793980065
-2.85939598282113,16.6878974552575
-3.32759571274057,16.5702655430261
-3.33679104049936,16.5668265934411
-3.35161829193368,16.5734107609216
-3.25352621277109,16.5183971043054
-0.893305184443144,16.4813220615808
-2.41870331962839,17.2539889927331
-2.05058503349557,16.6859214420739
-1.115983607371,16.3751647587243
-1.99380326469674,16.8825748081628
-1.77623248298898,15.8087146397058
-2.04316187103525,16.7375819797937
-2.42916250427499,17.1333739872399
-2.01009345253244,15.6400153751794
-2.55651736458078,17.0778701420251
-1.20026540954843,16.9303367252771
-1.58048844536081,16.9247214909021
-3.1689381619288,16.2387607212487
-2.07678055961862,15.6212451572839
-2.94788837631479,17.0365035648767
-1.13192200859323,16.8871009464685
-3.09814405639902,16.894490015072
-2.66110038955942,16.7246654148523
-1.01403022011056,16.756415140194
-2.88771414955392,17.0623519535485
-0.992078783114103,16.4709537144128
-0.908846857149748,16.4251048679773
-3.04421258171335,16.7408931370202
-2.50173807342782,17.110066186947
-2.05848670204416,15.7535331364099
-2.71949458320871,16.9593684788171
-2.53769326408639,16.1117065067712
-2.48208689888254,17.2109820957605
-2.85215330322519,16.1016109104577
-2.94476556976571,16.4423015232507
-1.12123775680795,16.2832210178796
-3.38693762024179,16.6011703129235
-2.03536558349862,16.3040950413171
-3.32925796707406,16.8116786594812
-1.59626627167001,15.9225928898278
-1.62898397644296,16.5106914158288
-2.65190410812631,16.0961463566247
-1.01075816353097,16.3510215397302
-2.67776608665719,16.0943496342126
-1.89261079033151,16.5837619419519
-1.19977021415964,16.6876800175134
-2.36938691337839,15.8410155888024
-1.45417833526864,17.0921676273767
-3.10174203117624,16.6556079502526
-2.72539258201852,17.0796668644372
-0.862481238443998,16.3721740360681
-2.41099763115182,16.077746164364
-1.05219721992746,16.8606021519128
-0.920492531855253,16.3927219028894
-1.19379663666025,16.9596278782312
-1.0485323687388,16.7218062992517
-2.29056263168588,16.1832168217126
-2.44686770637765,16.1795051212731
-0.825670959551481,16.3140933628503
-2.11716056068673,15.7153728123132
-2.09662389953866,17.1106097813073
-1.23991251190439,16.9756400700036
-2.88933921058908,16.9984386082116
-3.28519296844736,16.7690398807946
-2.72297978599801,16.6963698978845
-2.7569303532435,16.6853149052087
-2.64052438934579,17.0303161259118
-2.37382507522836,17.202746164364
-3.06560015877023,16.2446391697351
-3.30981493194833,16.5283496494714
-2.66630935867563,16.9698455448571
-2.35931325157419,17.2093646641198
-1.75661587913766,16.63701511578
-1.719867708285,16.8151538486901
-2.80607700546518,16.9013450260583
-0.91078078945413,16.4679172153894
-1.73861670692697,17.0639884586755
-2.03018951614633,15.6691329594079
-2.08012080391183,15.7212989445153
-2.21244573791757,16.4938571567956
-3.03719639976755,16.2530715580407
-2.25209140976205,16.695458185238
-2.44456887443796,17.129410516781
-0.939993860323576,16.6510131473962
-3.11765051086679,16.6653373356286
-2.51023245056405,16.2805984135095
-2.64699340065256,16.9228618259851
-3.31800604065194,16.651190530819
-2.96778869827524,16.9731795902673
-2.58682584961191,16.8396251316491
-2.83553767402902,16.7843902225915
-3.144503595431,16.94023777203
-2.82059526642099,16.9490039463464
