Angiogenesis,Apoptosis,CellCycle,Differentiation,DNAdamage,DNArepair,EMT,Hypoxia,Inflammation,Invasion,Metastasis,Proliferation,Quiescence,Stemness
1.1109363,0.6335491,-2.303144,0.28961575,0.55364656,-0.849393,-0.7998924,0.97131467,-0.633338,-1.9915663,-0.7849994,-0.18387745,-0.100499645,-1.4308933
1.0793743,0.77387935,-2.1809306,0.48194128,0.48317015,-0.70769864,-0.80092245,0.8109411,-0.7026394,-2.157471,-1.0512687,-0.23667173,-0.26805946,-1.4199266
1.231322,0.6354261,-2.1350088,0.49096084,0.4787683,-0.9478042,-0.8993379,0.9044268,-0.6563787,-1.9835312,-1.0098155,-0.19902964,-0.056055456,-1.3755641
0.9711578,0.7733453,-2.1914275,0.4936039,0.54257476,-0.7814345,-0.87818205,0.9345046,-0.53523535,-2.0594168,-1.036874,-0.14601807,-0.16934706,-1.4444287
1.1384549,0.8347097,-2.245273,0.16277587,0.4302044,-0.96566254,-0.6275006,1.1004549,-0.5744094,-2.0135124,-0.9081583,-0.45515925,0.12575734,-1.1596651
1.0344126,0.6981466,-2.2105026,0.48179644,0.5774829,-0.79670453,-0.8891424,0.89524454,-0.58568764,-1.985678,-0.9029689,-0.06156696,-0.13393372,-1.4937057
1.0496184,0.7377496,-2.3599694,0.53915733,0.2961567,-1.0280849,-0.9106988,0.7872812,-0.5567533,-2.1488657,-1.0114723,-0.18186487,-0.45392305,-1.572966
1.057507,0.75294405,-2.1012301,0.52270687,0.48929936,-0.8277419,-0.8765365,0.9490662,-0.5226872,-2.042791,-0.91194046,-0.008376468,-0.05425507,-1.4171394
1.0281082,0.6083135,-2.0700076,0.30343738,0.6158362,-0.73066026,-0.7883276,1.0488551,-0.7080519,-1.9208343,-0.98398167,-0.02416248,-0.061288506,-1.1996366
1.0028815,0.70102644,-2.055566,0.4389857,0.5088636,-0.7834706,-0.88399935,0.90009135,-0.54521435,-1.9713155,-0.8293783,-0.075716324,-0.05983098,-1.3499368
1.1012354,0.72629,-2.103292,0.35231227,0.4597453,-0.75171256,-0.8467302,0.8973286,-0.60570246,-2.0483756,-0.9080722,-0.2424016,0.041007914,-1.3530475
1.0798295,0.68478465,-2.123864,0.3866784,0.51985586,-0.7808101,-1.009234,0.75543135,-0.6122129,-1.9533117,-0.8571697,-0.21745804,-0.057884753,-1.369566
1.1446493,0.7175286,-2.2129886,0.47718894,0.5127997,-0.8669061,-0.92853296,0.901878,-0.5916794,-2.048801,-0.96172357,-0.27764267,-0.01354716,-1.462842
1.4568017,0.76647717,-2.2553368,0.6447379,0.37839597,-1.0405656,-1.0720725,0.9297041,-0.69052565,-2.2171774,-1.0419179,-0.17304125,-0.16754843,-1.4016361
1.0546777,0.67709357,-2.15958,0.34184825,0.49783784,-0.85773605,-0.9220673,0.9801607,-0.53529054,-1.9104267,-0.8963069,-0.20003901,-0.08526659,-1.3826697
1.1038804,0.77084047,-2.1739252,0.61035126,0.3695646,-0.876856,-0.80228704,0.9298533,-0.5774934,-1.8968046,-0.9096066,-0.21216315,0.05130045,-1.3198833
1.054917,0.6325584,-2.174331,0.37056333,0.5273966,-0.76104647,-0.8255276,0.78496975,-0.5764077,-1.9319323,-0.8654676,-0.20485517,0.115353465,-1.3307688
1.0740862,0.7485418,-2.2000906,0.70854384,0.4311713,-0.76912683,-0.86099946,0.8035672,-0.672776,-2.039355,-0.953164,-0.21304458,-0.03649331,-1.5216838
0.9673493,0.7108538,-2.0723314,0.49772584,0.46876603,-0.7594103,-0.756986,0.90392834,-0.61134225,-2.0997665,-0.9412253,-0.08118603,-0.19144547,-1.3765157
1.2575642,0.7557989,-2.1604214,0.4313131,0.4567209,-0.94692826,-0.80270475,0.84505403,-0.6044394,-2.1016667,-0.92221063,-0.21125218,-0.054365426,-1.4926938
1.0093446,0.6509964,-2.174199,0.47901714,0.6260254,-0.8115171,-0.8303174,0.85517365,-0.74621004,-2.0645566,-0.95050466,-0.16287588,-0.102063894,-1.4133044
1.0441836,0.74936324,-2.1039236,0.57430744,0.44639683,-0.80326134,-0.8544041,0.88310885,-0.5565512,-2.1449676,-1.067116,-0.12056042,-0.19281736,-1.4555551
1.4004536,0.69186395,-2.1394315,0.40468,0.1740452,-1.125582,-0.7536468,0.93827444,-0.74231446,-2.112331,-0.8641039,-0.1717838,0.18744779,-1.2220945
1.1662688,0.64287245,-2.3445895,0.5627303,0.53959996,-0.96551275,-0.92556775,0.9563673,-0.67942435,-2.1742148,-0.91976213,-0.17151634,-0.16380595,-1.3712001
0.97055453,0.29923198,-1.8748586,0.7020403,-0.03835454,-1.2406421,-0.7183222,0.50655687,-0.4521932,-1.5377046,-0.78134197,-0.4882626,-0.20457882,-1.4837222
1.0383464,0.73082286,-2.3340611,0.5276858,0.34103382,-1.0747709,-0.7881116,0.93350846,-0.7596768,-2.0359013,-0.9758894,-0.3512422,-0.25156432,-1.3874267
0.9437326,0.45753717,-2.0485532,0.56827706,0.43559563,-0.79136235,-0.9235533,0.8769374,-0.76936716,-1.9617698,-0.60408974,-0.024188183,-0.19828069,-1.3937812
1.0928086,0.68488145,-1.8353252,0.37563658,0.35924178,-0.9407471,-0.86874056,0.8672529,-0.25566447,-1.7921652,-0.7275539,0.024758529,-0.39849663,-1.3021023
1.2110099,0.78282446,-2.0712671,0.56135917,0.6415286,-0.98371816,-1.1395079,0.8227551,-0.5836995,-2.0644226,-1.1025817,-0.108720735,-0.26629743,-1.4327798
1.2766664,0.7535616,-2.0778234,0.58148986,0.41118598,-0.93405735,-1.0356241,0.8257654,-0.54909986,-2.0056202,-0.8864027,-0.1725715,-0.36430177,-1.3978933
1.1757773,0.735875,-2.2096188,0.25015333,0.4846545,-0.7045936,-0.84203416,0.999843,-0.7414099,-1.9675194,-0.82408947,-0.3132377,0.10930125,-1.2623696
1.0499296,0.7832338,-2.1850405,0.38090903,0.4991476,-0.85256374,-0.8357917,1.0179162,-0.69442075,-2.0448275,-0.91528714,-0.11133082,-0.18814826,-1.4257232
0.897025,0.24794114,-2.1791487,0.31296828,0.5340123,-1.0472671,-0.8814927,0.8510479,-0.5775794,-1.8702984,-1.1456906,-0.44623953,-0.32734838,-1.244774
0.9813103,0.7232063,-2.086934,0.45477992,0.5722878,-0.8017157,-0.90253997,0.9907211,-0.50992274,-2.1576679,-1.088794,-0.06808551,-0.18206689,-1.3408352
1.367622,0.5972172,-2.1770766,0.50905406,0.57620764,-0.97439474,-0.89055115,0.8112464,-0.7198035,-2.229116,-0.92644006,-0.1687458,-0.008753166,-1.2856421
1.1394129,0.6686191,-2.3159533,0.5134181,0.5033044,-0.8320766,-0.8121183,0.94801784,-0.9068205,-2.1319296,-1.0092565,-0.27083334,-0.20223013,-1.4210008
1.0398682,0.72824734,-2.019687,0.4466738,0.47492862,-0.78301054,-0.8149985,0.8717614,-0.6934521,-2.0039637,-0.81577766,-0.08598159,-0.099025145,-1.3693084
1.1925466,0.8382637,-2.5082893,0.41540432,0.26723385,-0.89356583,-0.83200294,0.88258547,-0.5813852,-2.034845,-0.7949406,-0.28123057,0.0342294,-1.4525228
1.1164458,0.84697765,-2.183941,0.31025365,0.5486139,-0.7345609,-0.8888919,0.9933404,-0.51155645,-1.8703179,-1.0002179,-0.1507199,0.0023717955,-1.3651717
0.8097366,0.50103617,-2.0823388,0.5390367,0.39167732,-1.0799971,-0.98384345,0.74505454,-1.0105034,-2.0001493,-0.87895584,-0.26928943,-0.22265619,-1.3112947
0.88641393,0.7954292,-1.9309024,0.59140503,0.47266036,-0.71440643,-0.788857,0.93477416,-0.61122775,-2.019527,-1.0160036,0.0403756,-0.3032781,-1.4109687
1.0415338,0.7405536,-2.23071,0.4255098,0.48363304,-0.73494864,-0.86519545,1.017231,-0.65049905,-2.0522277,-0.9045945,-0.09369473,-0.03249971,-1.308575
0.939848,0.60136884,-2.056356,0.46224874,0.53500694,-0.73974925,-0.8353022,0.86974525,-0.7239167,-1.9411118,-0.89739406,-0.15366673,-0.12589519,-1.3974521
1.3500081,0.7298725,-2.280703,0.44917798,0.24447383,-0.9101542,-0.7374473,0.99251413,-0.6491933,-2.0569956,-0.9342009,-0.17629018,0.00381957,-1.2513674
0.71239245,0.6190624,-1.7888854,0.55367136,0.55938315,-0.7952431,-0.80083066,0.78164524,-0.74780434,-1.9283782,-0.9348596,-0.16783841,-0.42397934,-1.3565271
1.2392746,0.78934485,-2.2269092,0.4427523,0.49239224,-0.8412424,-0.8110376,0.9635408,-0.6621837,-1.9904708,-0.9488436,-0.22413602,0.0722982,-1.3283569
0.8696597,0.7394306,-2.1674087,0.709928,0.34283483,-0.8604321,-0.77839243,0.82120216,-0.6717443,-2.0645587,-0.9116099,-0.104263276,-0.24190074,-1.5459489
1.0047917,0.6715038,-2.0766408,0.35317552,0.5019008,-0.675399,-0.817186,0.94969815,-0.5290785,-1.9673197,-0.9063128,-0.06273537,-0.07093671,-1.3178117
0.9793706,0.7032616,-2.1844628,0.5531887,0.36806804,-0.8738699,-0.8056712,0.9066333,-0.6262724,-2.1314147,-0.86643326,-0.041435733,-0.2045683,-1.544877
1.2063863,0.7509055,-2.1419048,0.32555896,0.45842093,-0.7623324,-0.74918413,0.9226005,-0.5922507,-2.0069308,-0.9416355,-0.16676363,0.07101481,-1.2509712
0.9771949,0.48225182,-1.990673,0.19633006,0.63794917,-1.0313346,-0.86111444,0.93628824,-0.8031044,-2.0589824,-0.8906269,-0.27127734,-0.37049073,-1.1213279
1.3608248,0.6491961,-2.4315364,0.26185876,0.42567092,-0.9248811,-0.81792843,0.87320703,-0.59793997,-1.9408453,-0.929672,-0.2827519,-0.028671704,-1.3880247
1.0415612,0.6557098,-2.2243936,0.42392683,0.44615155,-0.8905007,-0.9735696,1.0026292,-0.4496816,-2.0184734,-0.9185595,-0.12391566,-0.1464848,-1.3370063
1.203711,0.7900106,-2.348327,0.4748503,0.47581476,-0.8947078,-0.82533777,1.0300819,-0.6121604,-2.112206,-0.9798157,-0.31685442,-0.06744547,-1.3539672
1.0807233,0.77187324,-1.9858123,0.57247317,0.41712624,-0.8150761,-0.74815935,0.90700746,-0.91417384,-2.0777674,-0.8283372,-0.06676985,-0.053413816,-1.274697
1.0269166,0.7189229,-2.3112211,0.53002673,0.39205503,-0.9317065,-0.78314596,0.9178071,-0.5905774,-2.166295,-0.89872694,-0.19654429,-0.19238806,-1.4739535
0.94232744,0.76475924,-2.0291204,0.53342634,0.41498804,-0.80584085,-0.80311644,0.8865039,-0.6022542,-2.1385422,-0.99596035,-0.04926501,-0.42303672,-1.4718332
1.2526659,0.6589453,-2.1679106,0.5415735,0.60943377,-0.8807328,-0.97366625,0.8468904,-0.57234144,-2.007701,-1.1250821,-0.13921444,-0.045507953,-1.3345855
1.0204772,0.90749794,-2.2376285,0.36095667,0.60797554,-0.84727037,-0.8332547,0.95506513,-0.6835692,-1.9177717,-1.0889734,-0.24779432,-0.0056611598,-1.3434951
1.1336646,0.70211107,-2.1716416,0.509498,0.48342502,-0.9031189,-0.85908294,1.0410132,-0.63103163,-2.0202515,-0.91098356,-0.018051855,-0.020065054,-1.3556896
0.96999216,0.7517532,-2.0599947,0.49935544,0.4902218,-0.7930692,-0.81524324,0.8006209,-0.5490778,-2.1101494,-0.9732305,-0.0779835,-0.2878616,-1.478213
1.0217909,0.69360745,-2.2122223,0.61721253,0.4138062,-0.77634007,-0.7893751,0.913834,-0.8512537,-2.2770119,-0.9545057,-0.2019779,-0.16276233,-1.3371356
1.3888696,0.8114168,-1.7485058,0.61213106,1.1886716,-1.2765341,-1.8032045,0.95185536,-0.73422664,-2.344107,-0.9947729,-0.33684403,-0.16926102,-1.4063817
0.799189,0.44526148,-1.9372808,0.3629828,0.8278804,-0.50186074,-0.71096015,0.58205074,-0.7725236,-1.9385929,-0.7790188,-0.110504836,-0.21304688,-1.4950156
1.0942632,0.48208725,-2.218078,0.42793638,0.36539525,-1.0135322,-1.0983127,1.0481532,-0.70114505,-2.2154713,-0.43885544,-0.2857842,-0.19361502,-1.2777953
1.2019103,0.7280343,-2.1630766,0.3153019,0.44337076,-0.8357403,-0.93202335,0.7448425,-0.6080469,-1.9861418,-0.9200214,-0.20049085,0.023454044,-1.4686072
1.1959838,0.6801072,-2.2896435,0.34392977,0.44231915,-0.74705887,-0.72736406,0.93618196,-0.5490038,-1.9692495,-0.8233705,-0.19755936,0.020747606,-1.3767202
0.9904545,0.8354808,-2.0137198,0.462048,0.41742438,-0.85165775,-0.844169,0.8187375,-0.5460963,-2.00477,-0.89978516,0.034197193,-0.1800475,-1.4594715
0.3007788,0.95371467,-1.9196754,0.3680594,0.45352262,-0.72435576,-1.2783787,1.4918002,-0.7390106,-1.5112715,-0.23926206,-0.52904546,-0.82524216,-0.9232959
0.7630329,0.6358355,-1.7482313,0.8148807,0.45015472,-0.7355504,-0.8621133,0.79010546,-0.5403927,-1.9987445,-1.0069788,0.004276868,-0.5043781,-1.5149188
0.9374915,0.83858633,-1.9297353,0.4824081,0.5783971,-0.5953902,-0.86770076,0.8862205,-0.53305465,-1.9668019,-1.0370288,-0.091145396,-0.19472343,-1.3091664
1.1155874,0.69611233,-2.153003,0.5139798,0.4566576,-0.81069213,-0.9106485,0.8247437,-0.5350183,-1.9814377,-0.8390006,-0.15103444,-0.0776699,-1.4317168
1.1670039,0.73741496,-2.1636128,0.42053556,0.41336977,-0.894195,-0.9054055,0.88844144,-0.75626117,-2.0336032,-0.8864143,-0.27572808,-0.09083846,-1.3589267
1.0021944,0.7449815,-2.1195645,0.48167634,0.46680093,-0.7729799,-0.8217998,0.7969234,-0.5795093,-2.130291,-0.980973,-0.23822963,-0.16163497,-1.3737451
0.9013131,0.8173748,-1.9236509,0.5251754,0.49524337,-0.6560367,-0.83551604,0.877531,-0.6228243,-2.0235286,-0.98660874,-0.01308303,-0.34408826,-1.4517969
0.9749561,0.4215771,-2.325231,0.8020461,0.3519159,-0.8317199,-1.1695887,1.0616763,-0.5124477,-2.3874676,-0.7073557,0.06529893,-0.071596235,-1.3419946
0.6307247,0.9600952,-1.7129273,0.6679508,0.5094677,-0.50156945,-0.9865702,0.3915708,-0.78837615,-2.0414808,-0.8331831,-0.16972558,0.4167982,-1.3292116
0.90921813,0.7052493,-1.5681117,0.62269056,0.5879538,-0.73591185,-0.8189981,0.85297835,-1.0819756,-2.109835,-0.8768353,-0.1540669,-0.6912138,-1.4014738
0.9860015,0.7587979,-1.889568,0.46934146,0.5272111,-0.5366661,-0.7131645,0.99588454,-0.51611507,-2.0022697,-1.0256442,-0.02643557,-0.2672241,-1.2991624
0.9636586,0.77022797,-2.140646,0.4682076,0.553082,-0.6911474,-0.7818453,0.7838674,-0.5150658,-2.1130686,-0.9647436,-0.0747187,-0.10766153,-1.3347265
1.0183526,0.7952238,-2.164532,0.46660405,0.4212221,-0.80081093,-0.87313604,0.9544065,-0.59735465,-1.8494905,-0.8255414,-0.2838595,0.17204794,-1.2311388
0.90277165,0.67999053,-2.1033695,0.4671743,0.50433505,-0.7466037,-0.786732,0.9029593,-0.53485495,-2.0810547,-0.93682784,-0.0018271059,-0.25311425,-1.4130046
1.1989568,0.7973034,-1.9717623,0.38895565,0.53455013,-0.9503793,-1.0194337,0.7678785,-0.7454624,-2.071962,-0.970796,-0.21643142,-0.17667948,-1.3745474
0.9085352,0.83321565,-2.1558106,0.4869486,0.43858564,-1.0391926,-0.9646344,0.8475921,-0.542458,-1.9847049,-1.1744682,-0.32980573,-0.33175206,-1.4845823
1.0219471,0.7121686,-2.1692054,0.4596783,0.4803614,-0.87712914,-0.9478538,0.91740495,-0.59698355,-2.0397544,-0.9170494,-0.12106922,-0.08160083,-1.3771733
0.9249911,0.78278047,-2.0616639,0.43093318,0.5327096,-0.8148503,-0.77225596,0.88473886,-0.5455545,-2.0584035,-1.0894694,-0.0846328,-0.31613287,-1.3884147
0.93796486,0.6344925,-2.1266901,0.35166883,0.52494586,-0.82190126,-0.9246271,0.8605318,-0.5776451,-1.9760648,-0.803441,-0.13795546,-0.15673384,-1.401051
1.2539921,0.6570918,-2.1282942,0.5172133,0.53564465,-1.1216216,-1.0794295,0.9786685,-0.66181254,-2.2154255,-1.0178051,-0.13524874,-0.29078707,-1.2340438
0.7437361,0.8610785,-2.4703596,0.8881875,0.16182901,-1.5463367,-1.0002055,0.9799716,-0.9952788,-2.355163,-0.29874787,-0.12858336,-0.09666903,-1.4147491
0.88051724,0.5159604,-2.1904294,0.234003,0.86673707,-1.1781428,-0.6928704,1.0304232,-0.9787654,-2.1959038,-1.2244831,-0.14592536,-0.2576,-1.0332388
0.95453805,0.65809137,-2.0342014,0.4396484,0.5530103,-0.7648871,-0.9339615,0.8502401,-0.6540612,-1.9077739,-0.8775785,-0.19721463,-0.056406423,-1.3626778
1.0313432,0.8198643,-2.1688182,0.5017667,0.46966898,-0.8705375,-0.78169787,0.78368247,-0.5331129,-2.0992587,-0.988074,-0.10746676,-0.15045787,-1.516653
0.8765232,0.8180997,-1.9782964,0.5157813,0.6075151,-0.6579518,-0.896255,0.8258576,-0.5427831,-2.0706954,-1.0485901,-0.023225635,-0.32331082,-1.4243494
1.3622104,0.5418029,-2.2481313,0.4321788,0.52824247,-1.0361756,-1.0050931,0.8912637,-0.8262419,-2.1689148,-0.95636547,-0.26674128,0.12405819,-1.4384083
1.0659372,0.6566362,-2.2308664,0.52383,0.3653366,-0.9149506,-0.7532315,0.7394049,-0.5957191,-2.061555,-0.867203,-0.115177065,-0.08905019,-1.4521867
0.6248469,0.79765946,-1.85301,0.41450316,0.62260866,-0.6299419,-0.80456555,0.8252632,-0.6875711,-1.9140099,-0.8539903,-0.091037236,-0.15851037,-1.2988372
1.2776266,0.49127632,-2.2414742,0.39090794,0.5817278,-1.0230821,-0.9399951,0.8851576,-0.87167674,-2.052743,-0.7433709,-0.2253697,-0.03227114,-1.2580929
1.174602,0.64984727,-2.1645548,0.49271017,0.41973788,-0.9017116,-0.9443145,0.85858965,-0.6069064,-1.9934279,-0.7902685,-0.14478678,-0.2169084,-1.3590395
1.0396357,0.8794825,-2.1842325,0.43179774,0.46584868,-0.78681314,-0.8476028,0.93018234,-0.49981475,-2.0869875,-1.0982144,-0.106297016,-0.1919168,-1.4299088
1.0814672,0.7937816,-2.2515368,0.3923862,0.42454302,-0.89471865,-0.70882726,0.8715043,-0.78910226,-2.0908513,-0.8636578,-0.3450484,0.010984041,-1.4785355
0.89279187,0.7347466,-1.9956166,0.5109167,0.45137173,-0.80581903,-0.7677578,0.80477965,-0.5734391,-2.0805314,-0.9798744,0.042513307,-0.31453255,-1.4928695
1.1839666,0.76173574,-2.0941575,0.45920664,0.49784905,-0.82093155,-0.85374874,0.93652225,-0.5357766,-1.9765908,-0.9984669,-0.072487324,-0.010956429,-1.3625922
1.0727026,0.6468443,-2.0913558,0.37655675,0.4150403,-1.0277653,-0.8005726,0.85885775,-0.60013556,-1.8341061,-0.722955,-0.17728275,-0.07507153,-1.3762999
0.9772773,0.75158083,-2.0585334,0.5056086,0.42444098,-0.8508331,-0.84080505,0.9167749,-0.6182489,-2.09502,-0.9322891,-0.024959225,-0.21675494,-1.4544169
1.0016489,0.7909413,-2.2276673,0.5663398,0.43354297,-0.84300536,-0.80808866,0.6773398,-0.49263144,-2.1257794,-0.95292985,-0.34122503,-0.10693276,-1.4360045
1.0779672,0.69693387,-2.2245557,0.46672553,0.32261276,-0.9570446,-0.85681814,0.87050724,-0.62411904,-2.0426905,-0.8705338,-0.27094004,-0.02143193,-1.4592159
1.196862,0.62523097,-2.3119173,0.41928828,0.5079334,-0.9012977,-0.7705186,0.9322615,-0.67667675,-2.0019426,-0.8259514,-0.16157258,0.03362786,-1.4221208
1.1120706,0.685291,-2.1946366,0.5656038,0.5655471,-0.86937565,-0.96244866,0.87968534,-0.6862757,-2.0186343,-0.93136156,-0.16707468,0.0034592673,-1.3193938
1.5954586,0.59714156,-1.9786643,0.7794639,0.2568779,-1.015655,-0.9814948,1.1469254,-0.58929837,-2.1655939,-0.7632459,-0.036916494,0.09326582,-1.2867464
1.160311,0.67112553,-2.259866,0.32288963,0.5435041,-0.9032517,-0.786302,0.9323826,-0.5926145,-2.0775082,-1.0547107,-0.3034811,-0.14662862,-1.3791959
0.9397997,0.75095445,-2.0183961,0.52401197,0.48319548,-0.7357673,-0.86383367,0.83236134,-0.5698954,-2.0416014,-0.9175136,-0.13958603,-0.2589612,-1.3925508
0.93669146,0.7914303,-2.0698848,0.44599903,0.46970952,-0.706867,-0.8851689,0.79195064,-0.6062432,-2.0136163,-0.99200404,-0.09236406,-0.1801444,-1.4305835
1.1305985,0.49718565,-2.2543833,0.41289514,0.5800288,-0.8778226,-0.782242,0.79099464,-0.7801105,-1.874186,-0.80033773,-0.21455398,-0.04505551,-1.4929726
0.89487094,0.82422787,-1.9857365,0.54333675,0.34233212,-0.6970128,-0.8313942,0.83537793,-0.5860609,-2.084696,-0.96256566,-7.9363585e-05,-0.2752049,-1.5563383
0.8578821,0.63135433,-2.1257877,0.4912148,0.550437,-0.7178723,-0.8189689,0.91492766,-0.5946718,-1.9110383,-0.81573474,-0.040980347,-0.045145556,-1.360284
1.018115,0.69386315,-2.183429,0.44708854,0.5337612,-0.8329388,-0.7144621,0.98676026,-0.6059198,-1.9759939,-0.8605639,-0.13018045,-0.109375864,-1.3877294
1.0699037,0.7275198,-2.566608,0.6264719,0.26991487,-0.78211415,-1.0618668,0.8696677,-0.89531326,-2.0484436,-0.8985167,-0.31520182,0.15081438,-1.3828138
0.9896403,0.74924976,-2.0940628,0.50827783,0.5360227,-0.7717811,-0.85358435,0.87801933,-0.6090358,-2.0441666,-0.9292688,-0.108365774,-0.2037442,-1.3808678
1.0425136,0.79190874,-2.304928,0.44720006,0.52964383,-0.8545349,-0.98150176,0.93210393,-0.510079,-1.9619603,-1.0052421,-0.28811944,-0.12366596,-1.3679149
0.79137117,1.0945973,-2.2764611,0.6554286,-0.17307758,-1.1524074,-0.9852862,1.3707975,-0.30759937,-2.4179368,-0.8500245,0.3541671,-0.4700408,-1.6765678
1.2437254,0.6559755,-2.2239995,0.52166504,0.80570424,-1.0468304,-1.0659363,0.9770027,-0.76384515,-2.266384,-0.83137375,-0.17739132,-0.0014016554,-1.1191696
1.1339892,0.65142244,-2.1783888,0.35307807,0.46507978,-0.84488803,-0.90137887,0.96549094,-0.6537966,-2.0042937,-0.84361476,-0.09027917,0.07921314,-1.3883324
0.7665377,0.6215799,-1.9074541,0.4233805,0.5991645,-0.58580416,-0.72089374,0.9184057,-0.54049355,-1.7330852,-0.9093703,0.08189003,-0.22712576,-1.5029223
1.2195988,0.83591586,-2.2679749,0.5245462,0.44659764,-0.93615085,-0.8710955,0.85154986,-0.4776032,-2.0963862,-1.049491,-0.16302213,-0.20464379,-1.472252
1.2370473,0.6997895,-2.157132,0.54116714,0.4557072,-0.9453271,-0.8108898,0.8407691,-0.69372654,-2.0543387,-0.85416484,-0.34341264,-0.10819824,-1.434716
1.3466752,0.6990957,-2.208308,0.392376,0.38292336,-0.9633885,-0.8514726,0.86149895,-0.64513254,-1.949824,-0.98551947,-0.22643775,-0.1113472,-1.3024842
0.9834027,0.4064003,-2.134706,0.6695182,0.607035,-1.0279754,-0.8337819,0.88294464,-0.7992598,-2.186216,-0.708531,-0.06063105,-0.14677754,-1.335909
0.9772021,0.6606427,-2.0438232,0.6441073,0.40337843,-0.8028243,-0.7359405,0.73113465,-0.7028761,-2.1623654,-0.9588938,-0.027667716,-0.2740537,-1.5622587
0.9366912,0.45643467,-2.1514702,0.76355445,0.34227997,-1.2104847,-1.033477,0.9764385,-0.7023321,-2.070384,-1.1273125,-0.32083568,-0.12883557,-1.5779048
1.1680717,0.29975876,-2.5304549,1.5096889,-0.5873506,-1.4828701,-0.5514356,0.99753916,-0.21858022,-2.4227502,-0.7565738,0.09850548,0.24364074,-1.3242171
1.0653174,0.5521864,-2.3533504,0.56426823,0.41202062,-1.0760107,-0.68344027,0.97628206,-0.6517123,-2.0101342,-0.9033087,-0.1957649,-0.1439886,-1.4288961
0.9911328,0.773894,-2.0857263,0.52453864,0.46547514,-0.7601434,-0.7812672,0.90976614,-0.60591197,-1.9637244,-0.92207944,-0.039746575,-0.09468794,-1.435291
1.2472461,0.72630584,-2.195935,0.29446197,0.503632,-0.8716629,-0.7587819,0.8472344,-0.4920854,-2.0793402,-1.0955131,-0.07467641,-0.21920094,-1.4029952
0.9849751,0.7491622,-1.8968811,0.38191223,0.53911066,-0.7311008,-0.88569605,0.87194824,-0.61593616,-1.9230068,-0.90339285,-0.082195595,-0.074695006,-1.3003099
1.2003973,0.7222685,-2.3126469,0.51518893,0.50133526,-0.97902584,-0.8430021,0.9288614,-0.7451991,-2.0343707,-0.9283308,-0.17271407,0.03732492,-1.4212606
0.99488336,0.81936145,-2.0729594,0.58274466,0.41288596,-0.71094745,-0.8309499,0.8734217,-0.5491239,-2.0727696,-1.0028117,0.0011107251,-0.27546299,-1.4816122
1.0573404,0.7956899,-2.206269,0.46513486,0.5069131,-0.8175315,-0.83023226,0.89466745,-0.6543717,-2.0707946,-0.9775592,-0.13601774,-0.15801048,-1.4847753
0.9819214,0.7345381,-2.1253195,0.41971457,0.46990144,-0.82599777,-0.7054431,0.899629,-0.5505724,-2.0432222,-1.0486357,-0.21014637,-0.2818835,-1.4221034
1.101909,0.71156293,-2.11093,0.40738803,0.52813786,-0.72906554,-0.89314145,0.9517273,-0.54910636,-1.9248047,-0.86828685,-0.2126974,0.007853631,-1.321043
0.69574374,0.2072022,-2.0712266,0.65409786,0.3065874,-0.8072961,-1.1328996,0.99292505,-1.1810529,-2.1994839,-0.43924856,-0.11794756,-0.43363708,-1.5703406
0.73527366,0.44000113,-2.142587,0.2215637,0.48375493,-1.0046592,-0.728212,1.3082563,-0.5180706,-1.5392349,-0.8074133,-0.6556509,-0.47683448,-0.96346194
1.1532564,0.8259256,-2.2839067,0.39106572,0.49695843,-0.8208408,-0.7407679,0.9081574,-0.62285304,-2.0257063,-1.0096503,-0.11372863,-0.16486898,-1.43506
1.0743786,0.64094144,-2.1515355,0.4493525,0.41281283,-0.8284866,-0.6870898,0.8980327,-0.5592941,-2.0642364,-0.8972372,-0.15968862,-0.26510274,-1.3710239
1.1319398,0.8974416,-2.2877653,0.49929965,0.43358415,-0.889747,-0.9202228,1.0180944,-0.59922355,-2.0665278,-1.0067098,-0.23675174,0.015383858,-1.4393984
1.1402174,0.5772858,-2.160193,0.54184896,0.5511614,-0.82205445,-0.8983254,0.83564657,-0.6984495,-1.9741361,-0.8393679,-0.23007317,0.09264696,-1.3913823
1.1782857,1.1062431,-2.0737529,0.31437144,0.5098227,-0.6773373,-1.0614493,0.45378405,-0.5324491,-2.1130214,-0.5262633,-0.5285247,-0.050508194,-0.98708504
1.0244912,0.48203647,-2.110917,0.41925776,0.6203779,-0.88561916,-0.9372784,0.9018894,-0.70763457,-1.956973,-0.9034374,-0.15249546,-0.12312974,-1.309525
0.64247066,0.07850966,-1.8172162,0.47629112,0.9976879,-1.3981619,-1.5330998,0.4704286,-0.86975604,-1.7731985,-0.6083707,-0.5792485,0.38907865,-1.2189398
0.6441529,-0.14925297,-1.9904224,0.20097016,0.7215715,-1.1905305,-0.642831,0.3843488,-1.1118267,-1.9114183,-0.6193441,-0.987479,0.11465108,-1.0187289
0.94505626,0.7884856,-1.9978076,0.5305231,0.31389254,-0.83144647,-0.7708105,0.7966879,-0.6462657,-2.0592313,-0.87732244,-0.0027042944,-0.12314622,-1.4303191
1.098697,0.6053612,-2.1545484,0.356817,0.623938,-0.6779093,-0.73094606,0.8789902,-0.6849053,-1.9016434,-0.9186915,0.045232963,-0.12563938,-1.374669
