Angiogenesis,Apoptosis,CellCycle,Differentiation,DNAdamage,DNArepair,EMT,Hypoxia,Inflammation,Invasion,Metastasis,Proliferation,Quiescence,Stemness
1.1097943,0.34585798,-2.2256784,0.60837424,0.1826925,-1.1405442,-0.8163498,0.852814,-1.1168551,-2.271172,-0.54227394,-0.50902283,-0.4582829,-1.4818057
1.4376303,0.43038002,-2.0394173,0.8445357,0.11868527,-1.2078934,-0.95661116,0.7251011,-0.7961072,-2.1709373,-0.70929945,-0.19231974,-0.3452156,-1.3205811
1.2669663,0.53234214,-2.1386116,0.5774881,0.2590251,-1.1219616,-0.9719661,0.7173321,-0.93825454,-2.0958157,-0.6921152,-0.3902263,-0.13134369,-1.5133172
1.3364999,0.5932348,-2.14421,0.54248434,-0.024372254,-1.2145138,-0.8706024,0.9085472,-0.8354099,-2.12046,-0.63423604,-0.37277415,-0.3335998,-1.431964
1.4639213,0.5075521,-2.4689364,0.91883254,0.0503863,-1.5874255,-0.8893642,1.0522549,-0.988622,-2.0961866,-0.6238917,-0.4362743,-0.21480519,-1.553285
1.2351056,0.0746468,-2.3638465,0.91993153,-0.2135415,-1.7268772,-1.0456519,0.98038346,-0.9461789,-2.1849077,-0.49396184,-0.38839504,-0.47636276,-1.276537
1.0122082,0.2536893,-2.2986946,0.8179414,0.108457096,-1.2458255,-1.1160853,0.6368932,-0.8688836,-2.0506546,-0.65332395,-0.12642527,-0.29128617,-1.5908859
1.1986364,0.4698134,-2.524393,1.1593858,0.1899996,-1.4597046,-1.0547321,0.49796045,-0.89963466,-2.3002632,-0.6336722,-0.425889,-0.33363944,-1.5117987
1.233694,0.5068355,-2.2211545,0.7645113,-0.006258188,-1.2236843,-0.66474384,0.7607492,-1.1339841,-2.291783,-0.71040297,-0.4558782,-0.42273197,-1.6228943
1.1935319,0.5578271,-2.0551584,0.7923353,0.22368385,-1.101022,-1.0359213,0.76369596,-0.9117188,-2.0402064,-0.58917797,-0.44792724,-0.13150336,-1.3857098
1.1939982,0.30007914,-2.50711,0.7917801,0.23675011,-1.4594243,-0.9751292,0.8406579,-0.96055573,-2.2627194,-0.637558,-0.4719654,-0.70720476,-1.5536039
1.310318,0.20469972,-2.016883,1.0613297,0.0930782,-1.3796301,-1.1440336,0.6995611,-1.2051742,-2.0304487,-0.7239894,-0.5495692,-0.35345188,-1.2895344
0.99593675,0.59218574,-2.1396122,0.4390192,0.40006799,-0.8156615,-0.9680544,0.79029244,-0.5755798,-1.9435178,-0.81627643,-0.27015924,-0.29430193,-1.4364156
1.2385792,0.5408164,-2.1645448,0.6939971,0.06360003,-1.1303234,-0.99685884,0.71604097,-0.96496695,-2.1408925,-0.63645667,-0.4275179,-0.23627308,-1.4541785
1.1260086,0.554355,-2.1228647,0.43900663,0.08974738,-1.1397624,-0.8611599,0.95334446,-1.0412871,-2.0385647,-0.6564409,-0.44260958,-0.42153308,-1.415942
1.4799031,0.37887466,-2.3189151,0.53103787,0.11389873,-1.3683975,-0.7832323,1.060525,-0.78833383,-1.9807057,-0.6651882,-0.42475656,-0.19963127,-1.1503816
1.6488171,0.40122792,-2.282393,0.67484975,0.2515511,-1.3800344,-1.0518454,1.0558655,-0.77099824,-1.8727375,-0.601437,-0.3191437,-0.07398312,-1.2331858
1.5004655,0.37793547,-2.4245772,0.8541587,0.070513695,-1.2079334,-0.8791526,0.894822,-0.9197094,-2.2673316,-0.7508385,-0.40396973,-0.3523549,-1.6788734
1.3911994,0.55189496,-2.0501633,0.7494439,0.2578726,-1.3880527,-0.9601042,0.7157726,-0.7596349,-2.1317143,-0.7103821,-0.08474855,-0.47678554,-1.4601103
1.3197767,0.65720683,-2.0191875,0.67744184,-0.06459837,-1.2619634,-1.0823048,1.042538,-0.6710282,-2.0138793,-0.81746733,-0.2355112,-0.65115976,-1.2199783
1.3159122,0.43491682,-2.2599657,0.6559958,-0.0227779,-1.2539926,-1.1329933,0.66515356,-0.79633826,-2.1230009,-0.56506515,-0.68773854,-0.5479335,-1.55194
1.3536032,0.443319,-2.3022966,0.53358316,0.015053714,-1.3152068,-0.935421,0.57500815,-0.8650312,-2.198168,-0.66673076,-0.3846841,-0.40536892,-1.4880292
1.3164631,0.3984154,-2.3528297,0.6741878,0.30016136,-1.2279398,-1.2624847,0.8976329,-1.0017916,-2.1245265,-0.8106763,-0.24201837,-0.36065078,-1.520459
1.2637193,0.5187628,-2.2864273,0.80071163,-0.11328575,-1.3273671,-1.0535825,0.9991654,-0.84125483,-1.9836633,-0.66434216,-0.4155137,-0.26945236,-1.32011
1.3652169,0.32139257,-2.008727,0.4878139,0.27575028,-1.3150477,-1.0711052,0.74451303,-0.9671305,-2.151792,-0.62273324,-0.30736154,-0.54271376,-1.5732293
1.3531865,0.58413476,-2.1625931,0.43739063,0.2319674,-1.197228,-1.0998019,0.70801467,-0.8961522,-1.8879062,-0.71974623,-0.54056776,-0.23096222,-1.2591044
1.3996096,0.49582827,-2.3352296,0.6237266,0.3874969,-1.2150302,-0.95460796,0.85293,-0.89026487,-2.0125198,-0.58064765,-0.48131564,-0.097731516,-1.2751364
1.4087106,0.6095756,-2.1041687,0.6431997,-0.35335922,-1.5624933,-0.8485546,0.61030334,-1.0409311,-2.4032621,-0.57682586,-0.4529898,-0.60934347,-1.7160405
1.3699799,0.5374522,-2.2500176,0.6292846,0.25773242,-1.1947336,-1.0368819,0.8679224,-1.0081816,-2.0299,-0.52368087,-0.09927754,-0.28848886,-1.4055212
1.5496435,0.401832,-2.3154242,0.5232675,0.24846701,-1.2522752,-0.9191121,0.42326868,-1.3971475,-2.528787,-0.9853221,-0.52561355,-0.45105755,-1.5783062
1.371161,0.48184758,-2.071473,0.79262406,0.038955633,-1.1726294,-0.84488696,0.8387148,-0.9506468,-2.1340132,-0.56757176,-0.43026853,-0.30683574,-1.399877
1.1544294,0.31769133,-2.449838,0.8804016,0.22035216,-1.238831,-0.5112496,0.95403725,-1.5590415,-2.4092686,-0.5855978,-0.71706575,-0.41611126,-1.3669665
1.0978462,0.43867746,-2.2785711,0.5966211,0.49118656,-1.4580479,-0.9116829,0.6261592,-0.9099308,-2.0108054,-0.6946503,-0.26666468,-0.5138629,-1.4308736
1.2269833,0.34813818,-2.0899913,0.5310992,0.3359205,-1.3546569,-1.0947417,0.8006955,-0.99557966,-2.0583704,-0.73008806,-0.32150757,-0.5357855,-1.4775766
1.2541924,0.6368383,-2.1812294,0.56709653,0.38164705,-1.2610934,-1.054625,0.6866231,-0.768258,-2.0965216,-0.9067608,-0.45612738,-0.22347218,-1.4474165
1.3572905,0.5230996,-2.2947319,0.44368613,0.016331319,-1.0589099,-0.8415763,0.9265772,-1.0712515,-2.1731796,-0.6888724,-0.54039663,-0.22976714,-1.3968949
1.5674497,0.5201422,-2.2621603,0.79621524,-0.16736107,-1.463964,-0.81124735,1.0576532,-1.0313264,-2.1727848,-0.59591526,-0.5235525,-0.29658592,-1.3891593
1.4790013,0.504782,-2.3077629,0.7745637,-0.1595755,-1.2502544,-0.7081059,0.856315,-0.84458035,-2.2563016,-0.663096,-0.64086336,-0.5262775,-1.3827015
1.6626498,0.47368246,-2.4782355,0.6988797,-0.13614596,-1.4479113,-0.5757473,0.877436,-0.94295704,-2.04262,-0.42052764,-0.2758804,-0.61630577,-1.5873929
1.0657774,0.34730038,-2.0122476,0.66052884,0.23878336,-1.3432918,-1.0871577,0.31569183,-0.93987983,-2.1366465,-0.6791904,-0.6140455,-0.4913565,-1.4248682
1.3310153,0.44666603,-2.325179,0.52140397,0.15651397,-1.449662,-0.8539306,0.7695077,-0.7396806,-2.2242167,-0.6894629,-0.679104,-0.08015405,-1.2662101
1.2479969,0.45256886,-2.0643952,0.63351554,-0.13644962,-1.154557,-0.7512853,0.8337058,-0.9177584,-2.0597556,-0.54268587,-0.32072505,-0.1882784,-1.3465247
1.309376,0.587577,-2.3892584,0.7044244,0.1464764,-1.2757378,-0.9048614,0.8485678,-0.8305678,-2.058194,-0.7133742,-0.49529204,-0.18732396,-1.4301043
1.4996799,0.38485807,-2.4638848,0.33258998,0.18019032,-1.3839548,-1.0127339,0.80186605,-1.0342534,-2.0491052,-0.7436542,-0.30874902,-0.20560524,-1.4990679
1.3488714,0.48544008,-2.130801,0.815403,0.08015649,-1.2469919,-0.80810976,0.86790204,-0.777289,-2.1127381,-0.5836974,-0.2988145,-0.29111603,-1.4522537
1.3494152,0.59589887,-2.3937044,0.57294244,0.17333858,-1.3132322,-0.92749757,1.1049063,-0.90499985,-2.1165032,-1.0102621,-0.66233975,-0.16284499,-1.2854532
1.3084909,0.485977,-2.4086163,0.75731534,0.12555447,-1.1657326,-0.76111466,0.71077454,-0.75188816,-2.016989,-0.7235752,-0.37794423,-0.20345026,-1.4574913
0.8507217,0.56128305,-2.335073,0.54348785,0.30154687,-1.0885329,-0.720206,0.7072984,-0.9324205,-2.1089342,-0.7036727,-0.29848185,-0.3810362,-1.4847225
1.8987747,0.74790084,-2.150649,0.49784666,-0.112013504,-1.8697281,-1.4978913,0.8083417,-0.7149185,-2.460193,-0.70526695,-0.6361893,-0.35748798,-1.3076389
